RECORDING_SESSION_LABEL,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_CONTAINS_BLINK,CURRENT_SAC_DURATION,CURRENT_SAC_END_TIME,CURRENT_SAC_INDEX,CURRENT_SAC_PEAK_VELOCITY,CURRENT_SAC_PEAK_VELOCITY_TIME,CURRENT_SAC_START_TIME,TRIAL_INDEX,TRIAL_SACCADE_TOTAL,TRIAL_START_TIME,TRIAL_LABEL
baseline_02,19.13,285.49,FALSE,67,1216,4,628.32,268795,1150,15,12,267622,Trial: 15
baseline_02,17.81,349.3,FALSE,51,1393,5,684.76,268989,1343,15,12,267622,Trial: 15
baseline_02,19.2,355.65,FALSE,54,1648,6,643.45,269244,1595,15,12,267622,Trial: 15
baseline_02,4.28,122.17,FALSE,35,2024,7,215.84,269626,1990,15,12,267622,Trial: 15
baseline_02,4.8,137.24,FALSE,35,2297,8,232.25,269901,2263,15,12,267622,Trial: 15
baseline_02,3.07,122.78,FALSE,25,2519,9,198.08,270130,2495,15,12,267622,Trial: 15
baseline_02,2.01,95.56,FALSE,21,2907,10,140.45,270520,2887,15,12,267622,Trial: 15
baseline_02,1.66,72.37,FALSE,23,3179,11,118.02,270791,3157,15,12,267622,Trial: 15
baseline_02,0.44,49.01,FALSE,9,3841,12,41.07,271459,3833,15,12,267622,Trial: 15
baseline_02,1.95,88.6,FALSE,22,293,1,132.56,272511,272,16,10,272228,Trial: 16
baseline_02,9.83,234.13,FALSE,42,690,2,425.68,272897,649,16,10,272228,Trial: 16
baseline_02,1.71,81.31,FALSE,21,830,3,121.11,273048,810,16,10,272228,Trial: 16
baseline_02,17.66,252.25,FALSE,70,1003,4,553.5,273185,934,16,10,272228,Trial: 16
baseline_02,1.67,79.74,FALSE,21,1152,5,120.85,273371,1132,16,10,272228,Trial: 16
baseline_02,18.47,335.9,FALSE,55,1285,6,664.1,273483,1231,16,10,272228,Trial: 16
baseline_02,21.39,227.56,FALSE,94,1658,7,639.95,273820,1565,16,10,272228,Trial: 16
baseline_02,5.68,37.34,TRUE,152,2174,8,1413.82,274380,2023,16,10,272228,Trial: 16
baseline_02,1.99,82.75,FALSE,24,3005,9,138.29,275222,2982,16,10,272228,Trial: 16
baseline_02,0.97,60.5,FALSE,16,3701,10,72.57,275923,3686,16,10,272228,Trial: 16
baseline_02,1.73,82.22,FALSE,21,369,1,112.65,276780,349,17,11,276421,Trial: 17
baseline_02,11.25,255.65,FALSE,44,721,2,447.95,277123,678,17,11,276421,Trial: 17
baseline_02,2.36,73.78,FALSE,32,996,3,98.34,277408,965,17,11,276421,Trial: 17
baseline_02,1.81,82.22,FALSE,22,1233,4,106.19,277644,1212,17,11,276421,Trial: 17
baseline_02,19.23,267.1,FALSE,72,1394,5,607.95,277768,1323,17,11,276421,Trial: 17
baseline_02,18.59,357.48,FALSE,52,1615,6,674.35,278009,1564,17,11,276421,Trial: 17
baseline_02,11.11,236.48,FALSE,47,1856,7,376.23,278260,1810,17,11,276421,Trial: 17
baseline_02,4.98,151,FALSE,33,2221,8,266.96,278624,2189,17,11,276421,Trial: 17
baseline_02,1.92,83.69,FALSE,23,2467,9,134.28,278878,2445,17,11,276421,Trial: 17
baseline_02,0.3,38.02,FALSE,8,3374,10,33.69,279792,3367,17,11,276421,Trial: 17
baseline_02,0.55,45.75,FALSE,12,3704,11,51.17,280118,3693,17,11,276421,Trial: 17
baseline_02,2.19,87.75,FALSE,25,368,1,125.95,280779,344,18,6,280424,Trial: 18
baseline_02,10.15,247.44,FALSE,41,736,2,424.15,281144,696,18,6,280424,Trial: 18
baseline_02,1.26,62.96,FALSE,20,886,3,97.34,281300,867,18,6,280424,Trial: 18
baseline_02,12.06,236.41,FALSE,51,2040,4,384.93,282435,1990,18,6,280424,Trial: 18
baseline_02,1.39,66.06,FALSE,21,2490,5,92.21,282904,2470,18,6,280424,Trial: 18
baseline_02,0.55,45.74,FALSE,12,3696,6,50.16,284114,3685,18,6,280424,Trial: 18
baseline_02,1.69,73.51,FALSE,23,310,1,114.66,284993,288,19,9,284694,Trial: 19
baseline_02,10.25,233,FALSE,44,723,2,408.93,285397,680,19,9,284694,Trial: 19
baseline_02,1.08,67.73,FALSE,16,863,3,80.71,285550,848,19,9,284694,Trial: 19
baseline_02,19.17,294.99,FALSE,65,1140,4,596.94,285795,1076,19,9,284694,Trial: 19
baseline_02,18.86,342.9,FALSE,55,1410,5,686.47,286074,1356,19,9,284694,Trial: 19
baseline_02,23.26,287.22,FALSE,81,1707,6,677.05,286347,1627,19,9,284694,Trial: 19
baseline_02,6.12,32.54,TRUE,188,2085,7,1227.35,286619,1898,19,9,284694,Trial: 19
baseline_02,5.93,164.7,FALSE,36,2872,8,277.89,287548,2837,19,9,284694,Trial: 19
baseline_02,0.38,47.7,FALSE,8,3631,9,40.23,288321,3624,19,9,284694,Trial: 19
baseline_02,1.05,6.28,TRUE,167,511,1,1368.2,289343,345,20,9,288855,Trial: 20
baseline_02,12.66,269.38,FALSE,47,787,2,490.23,289621,741,20,9,288855,Trial: 20
baseline_02,0.6,59.91,FALSE,10,989,3,55.33,289840,980,20,9,288855,Trial: 20
baseline_02,19.2,282.38,FALSE,68,1147,4,675.65,289957,1080,20,9,288855,Trial: 20
baseline_02,18.53,336.99,FALSE,55,1378,5,648.51,290201,1324,20,9,288855,Trial: 20
baseline_02,19.43,347.04,FALSE,56,1679,6,642.07,290506,1624,20,9,288855,Trial: 20
baseline_02,2.45,106.52,FALSE,23,2061,7,167.12,290906,2039,20,9,288855,Trial: 20
baseline_02,2.58,107.38,FALSE,24,2488,8,173.41,291333,2465,20,9,288855,Trial: 20
baseline_02,0.57,43.83,FALSE,13,3566,9,42.42,292416,3554,20,9,288855,Trial: 20
baseline_02,0.9,59.8,FALSE,15,86,1,70.19,292935,72,21,13,292856,Trial: 21
baseline_02,11.93,259.44,FALSE,46,718,2,452.92,293552,673,21,13,292856,Trial: 21
baseline_02,1.33,63.11,FALSE,21,881,3,95.61,293727,861,21,13,292856,Trial: 21
baseline_02,18.37,274.14,FALSE,67,1083,4,578.69,293894,1017,21,13,292856,Trial: 21
baseline_02,20.03,322.99,FALSE,62,1316,5,730.68,294134,1255,21,13,292856,Trial: 21
baseline_02,0.97,64.76,FALSE,15,1561,6,73.67,294411,1547,21,13,292856,Trial: 21
baseline_02,12.04,256.26,FALSE,47,1786,7,428.53,294616,1740,21,13,292856,Trial: 21
baseline_02,3.19,110,FALSE,29,2060,8,191.91,294901,2032,21,13,292856,Trial: 21
baseline_02,1.92,91.63,FALSE,21,2721,9,135.71,295568,2701,21,13,292856,Trial: 21
baseline_02,1.36,61.71,FALSE,22,2987,10,88.16,295834,2966,21,13,292856,Trial: 21
baseline_02,1.42,78.65,FALSE,18,3209,11,105.64,296057,3192,21,13,292856,Trial: 21
baseline_02,1.13,70.88,FALSE,16,3578,12,80.19,296426,3563,21,13,292856,Trial: 21
baseline_02,0.54,59.71,FALSE,9,3790,13,49.05,296642,3782,21,13,292856,Trial: 21
baseline_02,1,6.15,TRUE,163,440,1,1358.67,297527,278,22,11,297112,Trial: 22
baseline_02,13.85,282.6,FALSE,49,765,2,511.66,297856,717,22,11,297112,Trial: 22
baseline_02,18.14,274.83,FALSE,66,1039,3,545.91,298112,974,22,11,297112,Trial: 22
baseline_02,1.34,60.75,FALSE,22,1254,4,100,298356,1233,22,11,297112,Trial: 22
baseline_02,17.34,298.96,FALSE,58,1372,5,689.47,298449,1315,22,11,297112,Trial: 22
baseline_02,1.24,68.78,FALSE,18,1574,6,89.09,298678,1557,22,11,297112,Trial: 22
baseline_02,10.63,241.5,FALSE,44,1752,7,418.91,298840,1709,22,11,297112,Trial: 22
baseline_02,4.75,128.47,FALSE,37,2073,8,229.81,299163,2037,22,11,297112,Trial: 22
baseline_02,1.37,71.92,FALSE,19,2706,9,99.58,299810,2688,22,11,297112,Trial: 22
baseline_02,0.6,54.22,FALSE,11,3359,10,51.97,300466,3349,22,11,297112,Trial: 22
baseline_02,1.13,66.24,FALSE,17,3531,11,86.56,300635,3515,22,11,297112,Trial: 22
baseline_02,0.43,3.12,FALSE,137,434,1,923.58,301500,298,23,13,301158,Trial: 23
baseline_02,13.5,275.6,FALSE,49,732,2,493.46,301867,684,23,13,301158,Trial: 23
baseline_02,2.2,73.34,FALSE,30,940,3,133.9,302082,911,23,13,301158,Trial: 23
baseline_02,16.66,256.27,FALSE,65,1041,4,605.8,302155,977,23,13,301158,Trial: 23
baseline_02,1.13,56.37,FALSE,20,1245,5,81.18,302395,1226,23,13,301158,Trial: 23
baseline_02,18.58,294.98,FALSE,63,1348,6,685.03,302465,1286,23,13,301158,Trial: 23
baseline_02,0.52,57.9,FALSE,9,1562,7,51.4,302717,1554,23,13,301158,Trial: 23
baseline_02,8.52,198.05,FALSE,43,1797,8,343.68,302929,1755,23,13,301158,Trial: 23
baseline_02,5.19,148.18,FALSE,35,2065,9,246.11,303203,2031,23,13,301158,Trial: 23
baseline_02,0.01,0.07,TRUE,172,2369,10,1416.05,303505,2198,23,13,301158,Trial: 23
baseline_02,0.78,55.94,FALSE,14,2873,11,62.37,304025,2860,23,13,301158,Trial: 23
baseline_02,1.61,67.02,FALSE,24,3434,12,116.27,304581,3411,23,13,301158,Trial: 23
baseline_02,1.03,68.34,FALSE,15,3705,13,77.19,304857,3691,23,13,301158,Trial: 23
baseline_02,0.83,63.48,FALSE,13,327,1,67.81,306137,315,24,12,305816,Trial: 24
baseline_02,11.56,262.74,FALSE,44,719,2,447.86,306516,676,24,12,305816,Trial: 24
baseline_02,1.19,62.78,FALSE,19,885,3,83.27,306693,867,24,12,305816,Trial: 24
baseline_02,18.42,263.09,FALSE,70,1055,4,604.08,306824,986,24,12,305816,Trial: 24
baseline_02,1.8,85.59,FALSE,21,1564,5,135.02,307370,1544,24,12,305816,Trial: 24
baseline_02,9.03,205.18,FALSE,44,1829,6,338.45,307618,1786,24,12,305816,Trial: 24
baseline_02,5.08,127.12,FALSE,40,2056,7,168.58,307850,2017,24,12,305816,Trial: 24
baseline_02,2.63,18.51,TRUE,142,2221,8,1437.59,307912,2080,24,12,305816,Trial: 24
baseline_02,2.69,107.63,FALSE,25,2474,9,177.99,308279,2450,24,12,305816,Trial: 24
baseline_02,1.43,75.11,FALSE,19,2717,10,104.6,308524,2699,24,12,305816,Trial: 24
baseline_02,1.2,59.83,FALSE,20,2918,11,71.18,308727,2899,24,12,305816,Trial: 24
baseline_02,0.96,59.98,FALSE,16,3561,12,76.15,309370,3546,24,12,305816,Trial: 24
baseline_02,0.7,64.02,FALSE,11,315,1,60.66,310476,305,25,9,310165,Trial: 25
baseline_02,12.7,270.18,FALSE,47,739,2,464.29,310882,693,25,9,310165,Trial: 25
baseline_02,17.19,272.81,FALSE,63,978,3,473.31,311105,916,25,9,310165,Trial: 25
baseline_02,1.92,83.32,FALSE,23,1206,4,137.16,311360,1184,25,9,310165,Trial: 25
baseline_02,15.71,308.11,FALSE,51,1575,5,577.77,311714,1525,25,9,310165,Trial: 25
baseline_02,6,153.74,FALSE,39,1825,6,263,311967,1787,25,9,310165,Trial: 25
baseline_02,7.69,187.53,FALSE,41,2232,7,306.41,312373,2192,25,9,310165,Trial: 25
baseline_02,2.49,99.7,FALSE,25,2488,8,166.2,312642,2464,25,9,310165,Trial: 25
baseline_02,0.72,59.6,FALSE,12,3715,9,60.85,313875,3704,25,9,310165,Trial: 25
baseline_02,0.72,4.3,TRUE,167,451,1,1394.01,314531,285,26,14,314102,Trial: 26
baseline_02,14,285.71,FALSE,49,760,2,501.29,314839,712,26,14,314102,Trial: 26
baseline_02,1.41,70.33,FALSE,20,931,3,102.32,315024,912,26,14,314102,Trial: 26
baseline_02,18.08,265.95,FALSE,68,1144,4,516.13,315200,1077,26,14,314102,Trial: 26
baseline_02,0.85,60.97,FALSE,14,1314,5,68.08,315410,1301,26,14,314102,Trial: 26
baseline_02,21.24,359.98,FALSE,59,1499,6,736.34,315568,1441,26,14,314102,Trial: 26
baseline_02,1.9,90.47,FALSE,21,1659,7,131.97,315752,1639,26,14,314102,Trial: 26
baseline_02,6.95,165.45,FALSE,42,1932,8,289.83,316010,1891,26,14,314102,Trial: 26
baseline_02,8.63,196.14,FALSE,44,2175,9,334.48,316252,2132,26,14,314102,Trial: 26
baseline_02,6.73,172.59,FALSE,39,2389,10,288.17,316469,2351,26,14,314102,Trial: 26
baseline_02,3.33,133.1,FALSE,25,2620,11,210.46,316711,2596,26,14,314102,Trial: 26
baseline_02,4.67,113.95,FALSE,41,3035,12,202.75,317111,2995,26,14,314102,Trial: 26
baseline_02,1.39,73.24,FALSE,19,3440,13,99.2,317535,3422,26,14,314102,Trial: 26
baseline_02,0.89,63.86,FALSE,14,3656,14,72.85,317753,3643,26,14,314102,Trial: 26
baseline_02,0.77,59.48,FALSE,13,358,1,62.08,318611,346,27,12,318259,Trial: 27
baseline_02,10.93,242.92,FALSE,45,810,2,433.07,319049,766,27,12,318259,Trial: 27
baseline_02,1.51,65.58,FALSE,23,957,3,109.71,319206,935,27,12,318259,Trial: 27
baseline_02,18.81,284.96,FALSE,66,1172,4,612.62,319388,1107,27,12,318259,Trial: 27
baseline_02,15.66,269.92,FALSE,58,1405,5,602.33,319630,1348,27,12,318259,Trial: 27
baseline_02,14.78,194.46,FALSE,76,1700,6,402.45,319911,1625,27,12,318259,Trial: 27
baseline_02,1.33,7.67,TRUE,173,2096,7,1390.56,320337,1924,27,12,318259,Trial: 27
baseline_02,1.23,76.63,FALSE,16,2350,8,90.84,320602,2335,27,12,318259,Trial: 27
baseline_02,1.04,65.19,FALSE,16,3262,9,82,321515,3247,27,12,318259,Trial: 27
baseline_02,1.16,64.69,FALSE,18,3610,10,95.53,321860,3593,27,12,318259,Trial: 27
baseline_02,4.86,161.95,FALSE,30,3714,11,306.7,321959,3685,27,12,318259,Trial: 27
baseline_02,0.92,57.47,FALSE,16,3898,12,74.29,322150,3883,27,12,318259,Trial: 27
baseline_02,1.38,62.71,FALSE,22,315,1,90.63,322728,294,28,11,322424,Trial: 28
baseline_02,10.81,251.47,FALSE,43,710,2,432.05,323111,668,28,11,322424,Trial: 28
baseline_02,1.39,66.3,FALSE,21,860,3,106.3,323274,840,28,11,322424,Trial: 28
baseline_02,17.99,272.61,FALSE,66,1206,4,590.68,323588,1141,28,11,322424,Trial: 28
baseline_02,18.55,337.32,FALSE,55,1409,5,638.79,323804,1355,28,11,322424,Trial: 28
baseline_02,12.06,246.22,FALSE,49,1737,6,422.73,324134,1689,28,11,322424,Trial: 28
baseline_02,1.87,10.02,TRUE,187,2181,7,1492.86,324585,1995,28,11,322424,Trial: 28
baseline_02,2.24,93.36,FALSE,24,2678,8,148,325091,2655,28,11,322424,Trial: 28
baseline_02,2.53,105.52,FALSE,24,2861,9,178.05,325274,2838,28,11,322424,Trial: 28
baseline_02,0.92,65.58,FALSE,14,3159,10,69.59,325576,3146,28,11,322424,Trial: 28
baseline_02,1.79,81.31,FALSE,22,3768,11,129.45,326182,3747,28,11,322424,Trial: 28
baseline_02,1.77,5.62,TRUE,314,575,1,1460.45,327094,262,29,9,326536,Trial: 29
baseline_02,10.73,238.35,FALSE,45,808,2,383.21,327325,764,29,9,326536,Trial: 29
baseline_02,4.12,137.19,FALSE,30,966,3,263.65,327487,937,29,9,326536,Trial: 29
baseline_02,24.99,384.4,FALSE,65,1570,4,731.56,328068,1506,29,9,326536,Trial: 29
baseline_02,6.18,162.63,FALSE,38,1804,5,289.17,328318,1767,29,9,326536,Trial: 29
baseline_02,4.08,116.49,FALSE,35,2313,6,187.8,328830,2279,29,9,326536,Trial: 29
baseline_02,1.82,82.58,FALSE,22,3309,7,131.88,329836,3288,29,9,326536,Trial: 29
baseline_02,0.84,64.74,FALSE,13,3738,8,65.8,330268,3726,29,9,326536,Trial: 29
baseline_02,18.27,207.56,TRUE,88,4064,9,1437.82,330534,3977,29,9,326536,Trial: 29
baseline_02,13.32,289.51,FALSE,46,743,1,474.87,331352,698,30,6,330630,Trial: 30
baseline_02,18.23,253.16,FALSE,72,1487,2,565.79,332070,1416,30,6,330630,Trial: 30
baseline_02,4.57,120.15,FALSE,38,1920,3,170.19,332537,1883,30,6,330630,Trial: 30
baseline_02,5.74,133.55,FALSE,43,2248,4,241.36,332850,2206,30,6,330630,Trial: 30
baseline_02,2.92,100.67,FALSE,29,2531,5,163.89,333146,2503,30,6,330630,Trial: 30
baseline_02,0.37,41.55,FALSE,9,3806,6,39.24,334432,3798,30,6,330630,Trial: 30
baseline_02,0.96,59.82,FALSE,16,367,1,70.5,335036,352,31,10,334676,Trial: 31
baseline_02,11.55,262.52,FALSE,44,820,2,441.89,335473,777,31,10,334676,Trial: 31
baseline_02,1.01,63.15,FALSE,16,1038,3,75.85,335707,1023,31,10,334676,Trial: 31
baseline_02,16.52,275.41,FALSE,60,1398,4,564.5,336039,1339,31,10,334676,Trial: 31
baseline_02,10.99,207.27,FALSE,53,1570,5,364.68,336210,1518,31,10,334676,Trial: 31
baseline_02,7.4,168.19,FALSE,44,2052,6,270.74,336703,2009,31,10,334676,Trial: 31
baseline_02,2.34,58.54,FALSE,40,2155,7,87.5,336816,2116,31,10,334676,Trial: 31
baseline_02,0.97,57.05,FALSE,17,2655,8,77.42,337324,2639,31,10,334676,Trial: 31
baseline_02,0.89,59.16,FALSE,15,3037,9,69.77,337707,3023,31,10,334676,Trial: 31
baseline_02,0.56,51.31,FALSE,11,3689,10,44.35,338359,3679,31,10,334676,Trial: 31
baseline_02,1.14,67.34,FALSE,17,357,1,87.1,339074,341,32,11,338724,Trial: 32
baseline_02,10.86,252.51,FALSE,43,747,2,439.68,339448,705,32,11,338724,Trial: 32
baseline_02,1.21,67.4,FALSE,18,891,3,87.41,339607,874,32,11,338724,Trial: 32
baseline_02,16.92,260.33,FALSE,65,1065,4,513.1,339748,1001,32,11,338724,Trial: 32
baseline_02,2.97,87.32,FALSE,34,1251,5,207.24,339955,1218,32,11,338724,Trial: 32
baseline_02,16.81,329.51,FALSE,51,1356,6,637.59,340052,1306,32,11,338724,Trial: 32
baseline_02,2.05,85.34,FALSE,24,1645,7,147.35,340358,1622,32,11,338724,Trial: 32
baseline_02,6.6,160.89,FALSE,41,1804,8,314.09,340503,1764,32,11,338724,Trial: 32
baseline_02,9.25,201.04,FALSE,46,2051,9,330.97,340748,2006,32,11,338724,Trial: 32
baseline_02,1.8,81.91,FALSE,22,3448,10,126.98,342162,3427,32,11,338724,Trial: 32
baseline_02,0.63,56.96,FALSE,11,3705,11,54.31,342424,3695,32,11,338724,Trial: 32
baseline_02,1.52,68.87,FALSE,22,462,1,106.43,343065,441,33,13,342613,Trial: 33
baseline_02,11.38,247.46,FALSE,46,688,2,430.79,343278,643,33,13,342613,Trial: 33
baseline_02,0.37,46.79,FALSE,8,902,3,37.02,343511,895,33,13,342613,Trial: 33
baseline_02,18.84,244.72,FALSE,77,1216,4,544.86,343775,1140,33,13,342613,Trial: 33
baseline_02,19.22,320.34,FALSE,60,1455,5,583.36,344032,1396,33,13,342613,Trial: 33
baseline_02,1.32,69.46,FALSE,19,1612,6,88.79,344217,1594,33,13,342613,Trial: 33
baseline_02,10.67,222.36,FALSE,48,1894,7,363.93,344478,1847,33,13,342613,Trial: 33
baseline_02,5.21,137.1,FALSE,38,2115,8,245.48,344706,2078,33,13,342613,Trial: 33
baseline_02,1.74,75.61,FALSE,23,2429,9,125.22,345032,2407,33,13,342613,Trial: 33
baseline_02,0.99,61.68,FALSE,16,2819,10,76.1,345424,2804,33,13,342613,Trial: 33
baseline_02,0.85,50.01,FALSE,17,3150,11,68.13,345755,3134,33,13,342613,Trial: 33
baseline_02,1.29,61.51,FALSE,21,3540,12,107.36,346142,3520,33,13,342613,Trial: 33
baseline_02,0.79,52.61,FALSE,15,3716,13,63.95,346322,3702,33,13,342613,Trial: 33
baseline_02,13.03,277.28,FALSE,47,722,1,489.76,347152,676,34,6,346454,Trial: 34
baseline_02,18.47,182.82,FALSE,101,1096,2,590.62,347472,996,34,6,346454,Trial: 34
baseline_02,1.13,66.74,FALSE,17,1309,3,87.78,347755,1293,34,6,346454,Trial: 34
baseline_02,13.12,63.08,TRUE,208,1785,4,1644.87,348072,1578,34,6,346454,Trial: 34
baseline_02,0.94,62.9,FALSE,15,2519,5,68.27,348965,2505,34,6,346454,Trial: 34
baseline_02,0.59,73.7,FALSE,8,3718,6,47.24,350169,3711,34,6,346454,Trial: 34
baseline_02,1.61,80.73,FALSE,20,334,1,114.78,350923,315,35,14,350598,Trial: 35
baseline_02,10.88,258.96,FALSE,42,696,2,433.87,351274,655,35,14,350598,Trial: 35
baseline_02,1.04,57.93,FALSE,18,846,3,78.04,351436,829,35,14,350598,Trial: 35
baseline_02,18.13,297.14,FALSE,61,1040,4,641.54,351601,980,35,14,350598,Trial: 35
baseline_02,1.38,65.91,FALSE,21,1222,5,101.65,351810,1202,35,14,350598,Trial: 35
baseline_02,12.92,239.21,FALSE,54,1658,6,551.47,352225,1605,35,14,350598,Trial: 35
baseline_02,9.38,180.42,FALSE,52,1804,7,395.77,352370,1753,35,14,350598,Trial: 35
baseline_02,1.72,78.09,FALSE,22,2109,8,121.24,352697,2088,35,14,350598,Trial: 35
baseline_02,1.05,52.65,FALSE,20,2483,9,82.66,353071,2464,35,14,350598,Trial: 35
baseline_02,1.25,59.3,FALSE,21,2692,10,87.65,353281,2672,35,14,350598,Trial: 35
baseline_02,0.69,57.12,FALSE,12,2944,11,57.3,353537,2933,35,14,350598,Trial: 35
baseline_02,0.85,56.63,FALSE,15,3565,12,64.39,354155,3551,35,14,350598,Trial: 35
baseline_02,0.85,53.3,FALSE,16,3848,13,66.81,354439,3833,35,14,350598,Trial: 35
baseline_02,0.7,54.22,FALSE,13,4288,14,55.78,354880,4276,35,14,350598,Trial: 35
baseline_02,11.95,271.5,FALSE,44,727,1,477.62,355862,684,36,11,355155,Trial: 36
baseline_02,1.2,66.69,FALSE,18,890,2,89.54,356037,873,36,11,355155,Trial: 36
baseline_02,17.58,251.08,FALSE,70,1123,3,579.9,356230,1054,36,11,355155,Trial: 36
baseline_02,1.75,79.6,FALSE,22,1299,4,126.19,356444,1278,36,11,355155,Trial: 36
baseline_02,4.98,108.27,FALSE,46,1805,5,245.63,356929,1760,36,11,355155,Trial: 36
baseline_02,9.07,133.44,FALSE,68,1928,6,180.2,357063,1861,36,11,355155,Trial: 36
baseline_02,1.41,14.84,FALSE,95,2055,7,972.79,357178,1961,36,11,355155,Trial: 36
baseline_02,2.38,91.71,FALSE,26,2265,8,134.04,357410,2240,36,11,355155,Trial: 36
baseline_02,1.66,72.24,FALSE,23,2543,9,103.97,357687,2521,36,11,355155,Trial: 36
baseline_02,1.17,61.66,FALSE,19,3056,10,85,358203,3038,36,11,355155,Trial: 36
baseline_02,0.48,48.27,FALSE,10,4056,11,44.42,359207,4047,36,11,355155,Trial: 36
baseline_02,0.86,57.49,FALSE,15,498,1,63.26,359887,484,37,11,359397,Trial: 37
baseline_02,13.6,277.56,FALSE,49,764,2,470.92,360140,716,37,11,359397,Trial: 37
baseline_02,18.66,270.5,FALSE,69,986,3,566.86,360337,918,37,11,359397,Trial: 37
baseline_02,0.48,53.2,FALSE,9,1198,4,48.6,360591,1190,37,11,359397,Trial: 37
baseline_02,10.84,127.57,FALSE,85,1674,5,258.75,361003,1590,37,11,359397,Trial: 37
baseline_02,4.21,116.86,FALSE,36,1800,6,195.9,361175,1765,37,11,359397,Trial: 37
baseline_02,2.28,94.96,FALSE,24,2053,7,154.06,361439,2030,37,11,359397,Trial: 37
baseline_02,1.6,69.78,FALSE,23,2429,8,111.74,361815,2407,37,11,359397,Trial: 37
baseline_02,1.28,71.29,FALSE,18,2674,9,100.16,362063,2657,37,11,359397,Trial: 37
baseline_02,1.25,59.44,FALSE,21,3396,10,91.57,362783,3376,37,11,359397,Trial: 37
baseline_02,0.55,49.56,FALSE,11,3760,11,46.08,363152,3750,37,11,359397,Trial: 37
baseline_02,0.23,1.79,TRUE,128,436,1,1122.95,363837,309,38,13,363477,Trial: 38
baseline_02,13.09,278.59,FALSE,47,736,2,491.91,364193,690,38,13,363477,Trial: 38
baseline_02,19.89,280.15,FALSE,71,1093,3,594.2,364522,1023,38,13,363477,Trial: 38
baseline_02,0.79,56.54,FALSE,14,1344,4,67.52,364816,1331,38,13,363477,Trial: 38
baseline_02,18.9,278.01,FALSE,68,1626,5,640.84,365061,1559,38,13,363477,Trial: 38
baseline_02,4.05,130.54,FALSE,31,1840,6,242.27,365301,1810,38,13,363477,Trial: 38
baseline_02,7.19,171.24,FALSE,42,2103,7,313.48,365555,2062,38,13,363477,Trial: 38
baseline_02,6.49,154.54,FALSE,42,2485,8,263.17,365936,2444,38,13,363477,Trial: 38
baseline_02,7.73,175.58,FALSE,44,2781,9,257.65,366230,2738,38,13,363477,Trial: 38
baseline_02,2.03,84.54,FALSE,24,3111,10,133.38,366576,3088,38,13,363477,Trial: 38
baseline_02,3.65,130.39,FALSE,28,3472,11,230.38,366936,3445,38,13,363477,Trial: 38
baseline_02,10.39,253.52,FALSE,41,3655,12,524.38,367112,3615,38,13,363477,Trial: 38
baseline_02,0.35,50.17,FALSE,7,3884,13,42.07,367358,3878,38,13,363477,Trial: 38
baseline_02,1.97,85.61,FALSE,23,358,1,126.13,368470,336,39,13,368122,Trial: 39
baseline_02,10.47,249.31,FALSE,42,733,2,433.75,368835,692,39,13,368122,Trial: 39
baseline_02,17.94,252.64,FALSE,71,1043,3,465.22,369126,973,39,13,368122,Trial: 39
baseline_02,1.47,66.82,FALSE,22,1230,4,86.63,369341,1209,39,13,368122,Trial: 39
baseline_02,16.08,282.16,FALSE,57,1335,5,654.57,369422,1279,39,13,368122,Trial: 39
baseline_02,12.04,222.92,FALSE,54,1688,6,456.24,369784,1635,39,13,368122,Trial: 39
baseline_02,1.56,62.34,FALSE,25,1974,7,99.24,370083,1950,39,13,368122,Trial: 39
baseline_02,2.43,101.06,FALSE,24,2089,8,164.42,370200,2066,39,13,368122,Trial: 39
baseline_02,0.61,50.92,FALSE,12,2771,9,50.7,370887,2760,39,13,368122,Trial: 39
baseline_02,0.9,52.75,FALSE,17,3411,10,65.13,371524,3395,39,13,368122,Trial: 39
baseline_02,1.55,77.29,FALSE,20,3689,11,112.62,371803,3670,39,13,368122,Trial: 39
baseline_02,0.83,55.28,FALSE,15,4643,12,65.42,372758,4629,39,13,368122,Trial: 39
baseline_02,0.46,4.51,FALSE,102,4973,13,1084.72,373030,4872,39,13,368122,Trial: 39
baseline_02,13.25,270.43,FALSE,49,789,1,464.21,373890,741,40,8,373125,Trial: 40
baseline_02,16.74,214.57,FALSE,78,1321,2,521.52,374392,1244,40,8,373125,Trial: 40
baseline_02,16.7,321.21,FALSE,52,1517,3,698.41,374612,1466,40,8,373125,Trial: 40
baseline_02,7.89,183.5,FALSE,43,1811,4,341.85,374909,1769,40,8,373125,Trial: 40
baseline_02,4.43,130.27,FALSE,34,2062,5,236.4,375168,2029,40,8,373125,Trial: 40
baseline_02,1.35,70.89,FALSE,19,2662,6,99.06,375779,2644,40,8,373125,Trial: 40
baseline_02,1.14,63.3,FALSE,18,2963,7,82.32,376080,2946,40,8,373125,Trial: 40
baseline_02,0.28,35.45,FALSE,8,3809,8,33.8,376931,3802,40,8,373125,Trial: 40
baseline_02,0.63,4.48,TRUE,141,464,1,1416.05,377664,324,41,9,377219,Trial: 41
baseline_02,13.54,282.14,FALSE,48,868,2,483.96,378066,821,41,9,377219,Trial: 41
baseline_02,17.76,253.72,FALSE,70,1411,3,510.35,378583,1342,41,9,377219,Trial: 41
baseline_02,19.73,318.18,FALSE,62,1619,4,673.96,378799,1558,41,9,377219,Trial: 41
